gov_level,fiscal_year,sector,amount_crore,description
union,2016-17,other,-0.01,Social and Infrastructure Development Fund
union,2016-17,other,-0.04,Actual Recoveries
union,2016-17,education,-0.06,Actual Recoveries
union,2016-17,other,-0.08,Actual Recoveries
union,2016-17,other,-0.08,Actual Recoveries
union,2016-17,other,-1.17,Actual Recoveries
union,2016-17,other,-1.17,Actual Recoveries
union,2016-17,education,-1.49,Actual Recoveries
union,2016-17,education,-1.55,Actual Recoveries
union,2016-17,other,-5.16,Actual Recoveries
union,2016-17,other,-5.2,Actual Recoveries
union,2016-17,other,-94.98,Less- met from National Investment Fund (NIF)
union,2016-17,other,-94.98,Less- met from National Investment Fund (NIF)
union,2016-17,education,-221.94,"Less-Amount met from National Clean Energy Fund (NCEF) - Research, Development and International Cooperation"
union,2016-17,education,-221.94,"Less-Amount met from National Clean Energy Fund (NCEF) - Research, Development and International Cooperation"
union,2016-17,education,-689.84,Less-Amount met from National Clean Energy Fund (NCEF) - Off-Grid/Distributed and Decentralized Renewable Power
union,2016-17,education,-689.84,Less-Amount met from National Clean Energy Fund (NCEF) - Off-Grid/Distributed and Decentralized Renewable Power
union,2016-17,education,-2824.23,Less-Amount met from National Clean Energy Fund (NCEF) - Grid Interactive Renewable Power
union,2016-17,education,-2824.23,Less-Amount met from National Clean Energy Fund (NCEF) - Grid Interactive Renewable Power
union,2016-17,education,-104029.81,Amount met from
union,2016-17,education,-104029.81,Amount met from
union,2016-17,other,241295.55,Grand Total
union,2016-17,other,240775.19,Grand Total
union,2016-17,other,172198.92,(B)  Core Schemes
union,2016-17,other,172146.57,(B)  Core Schemes
union,2016-17,other,69548.89,(A)  Core of the Core Schemes
union,2016-17,other,69080.88,(A)  Core of the Core Schemes
union,2016-17,agriculture_rural,48214.95,Mahatma Gandhi National Rural Employment Guarantee Program
union,2016-17,agriculture_rural,48214.95,Mahatma Gandhi National Rural Employment Guarantee Program
union,2016-17,education,27616.36,National Education Mission
union,2016-17,education,27616.36,National Education Mission
union,2016-17,healthcare,22869.73,National Health Mission
union,2016-17,healthcare,22869.73,National Health Mission
union,2016-17,other,20951.69,Pradhan Mantri Awas Yojna (PMAY)
union,2016-17,other,20951.69,Pradhan Mantri Awas Yojna (PMAY)
union,2016-17,other,17922.87,Pradhan Mantri Gram Sadak Yojna
union,2016-17,other,17922.87,Pradhan Mantri Gram Sadak Yojna
union,2016-17,other,15893.32,Umbrella ICDS
union,2016-17,other,15863.32,Umbrella ICDS
union,2016-17,urban_services,12619.34,Swachh Bharat Mission
union,2016-17,urban_services,12619.34,Swachh Bharat Mission
union,2016-17,other,10105.06,Green Revolution
union,2016-17,other,10092.53,Green Revolution
union,2016-17,education,9475.43,National Programme of Mid Day Meal in Schools
union,2016-17,education,9475.43,National Programme of Mid Day Meal in Schools
union,2016-17,other,9276.7,Urban Rejuvenation Mission: AMRUT and Smart Cities Mission
union,2016-17,other,9276.7,Urban Rejuvenation Mission: AMRUT and Smart Cities Mission
union,2016-17,other,8854.07,National Social Assistance Progam
union,2016-17,other,8854.07,National Social Assistance Progam
union,2016-17,urban_services,5980.02,National Rural Drinking Water Mission
union,2016-17,urban_services,5980.02,National Rural Drinking Water Mission
union,2016-17,other,5133.99,Pradhan Mantri Krishi Sinchai Yojna
union,2016-17,other,5133.43,Pradhan Mantri Krishi Sinchai Yojna
union,2016-17,other,4863.28,Umbrella Scheme for Development of Schedule Castes
union,2016-17,other,4635.27,Umbrella Scheme for Development of Schedule Castes
union,2016-17,other,3486.4,National Livelihood Mission - Ajeevika
union,2016-17,other,3486.4,National Livelihood Mission - Ajeevika
union,2016-17,other,3318.87,Umbrella Programme for Development of Scheduled Tribes
union,2016-17,other,3318.87,Umbrella Programme for Development of Scheduled Tribes
union,2016-17,other,2790.43,Umbrella Programme for Development of Minorities
union,2016-17,other,2650.43,Umbrella Programme for Development of Minorities
union,2016-17,security,2229.85,Modernisation of Police Forces
union,2016-17,security,2229.85,Modernisation of Police Forces
union,2016-17,other,1816.85,Jobs and Skill Development
union,2016-17,other,1807.59,Jobs and Skill Development
union,2016-17,other,1507.29,Umbrella Programme for Development of Other Vulnerable Groups
union,2016-17,other,1407.29,Umbrella Programme for Development of Other Vulnerable Groups
union,2016-17,other,1379.99,Rashtriya Swasthya Bima Yojna
union,2016-17,other,1379.99,Rashtriya Swasthya Bima Yojna
union,2016-17,other,1309.16,8.  White Revolution
union,2016-17,other,1309.16,8.  White Revolution
union,2016-17,other,1015.0,Border Area Development Programme
union,2016-17,other,1015.0,Border Area Development Programme
union,2016-17,other,794.86,"Environment, Forestry and Wildlife"
union,2016-17,other,794.86,"Environment, Forestry and Wildlife"
union,2016-17,social_welfare,793.24,Mission for Protection and Empowerment  for Women
union,2016-17,social_welfare,793.24,Mission for Protection and Empowerment  for Women
union,2016-17,other,599.44,Shyama Prasad Mukherjee Rurban Mission
union,2016-17,other,599.44,Shyama Prasad Mukherjee Rurban Mission
union,2016-17,other,541.81,Infrastructure Facilities for Judiciary
union,2016-17,other,541.81,Infrastructure Facilities for Judiciary
union,2016-17,other,520.36,Grand Total
union,2016-17,other,468.01,(A)  Core of the Core Schemes
union,2016-17,other,387.81,Blue Revolution
union,2016-17,other,387.81,Blue Revolution
union,2016-17,other,228.01,Umbrella Scheme for Development of Schedule Castes
union,2016-17,other,140.0,Umbrella Programme for Development of Minorities
union,2016-17,other,100.0,Umbrella Programme for Development of Other Vulnerable Groups
union,2016-17,other,52.35,(B)  Core Schemes
union,2016-17,other,30.0,Umbrella ICDS
union,2016-17,other,12.53,Green Revolution
union,2016-17,other,9.26,Jobs and Skill Development
union,2016-17,other,0.56,Pradhan Mantri Krishi Sinchai Yojna
union,2016-17,other,-452.26,(C)  Others
union,2016-17,other,-452.26,Others
union,2016-17,other,-452.26,(C)  Others
union,2016-17,other,-452.26,Others
union,2016-17,other,1975193.71,Grand Total
union,2016-17,other,1690584.23,Grand Total
union,2016-17,other,589470.61,Central Sector Schemes/Projects
union,2016-17,other,570376.87,Other Central Sector Expenditure
union,2016-17,other,556237.57,Other Central Sector Expenditure
union,2016-17,other,480713.97,37. Interest Payments
union,2016-17,other,480713.97,37. Interest Payments
union,2016-17,other,423850.62,Establishment Expenditure of the Centre
union,2016-17,other,418453.13,Establishment Expenditure of the Centre
union,2016-17,other,342744.63,Central Sector Schemes/Projects
union,2016-17,other,284609.48,Grand Total
union,2016-17,other,246725.98,Central Sector Schemes/Projects
union,2016-17,other,241295.55,Centrally Sponsored Schemes
union,2016-17,other,240775.19,Centrally Sponsored Schemes
union,2016-17,security,162353.04,20. Defence Services (Revenue)
union,2016-17,other,162353.04,Establishment Expenditure of the Centre
union,2016-17,security,162353.04,20. Defence Services (Revenue)
union,2016-17,other,162353.04,Establishment Expenditure of the Centre
union,2016-17,other,132703.26,40. Transfers to States
union,2016-17,other,115144.89,Department of Food and Public Distribution
union,2016-17,other,115015.72,Central Sector Schemes/Projects
union,2016-17,other,114939.67,40. Transfers to States
union,2016-17,other,114563.5,Department of Food and Public Distribution
union,2016-17,other,114435.13,Central Sector Schemes/Projects
union,2016-17,other,95550.3,Finance Commission Grants
union,2016-17,other,95550.3,Finance Commission Grants
union,2016-17,agriculture_rural,95069.39,Department of Rural Development
union,2016-17,agriculture_rural,95069.39,Department of Rural Development
union,2016-17,agriculture_rural,94819.89,Centrally Sponsored Schemes
union,2016-17,agriculture_rural,94819.89,Centrally Sponsored Schemes
union,2016-17,security,87825.8,22. Defence Pensions
union,2016-17,other,87825.8,Establishment Expenditure of the Centre
union,2016-17,security,87825.8,22. Defence Pensions
union,2016-17,other,87825.8,Establishment Expenditure of the Centre
union,2016-17,security,86356.93,21. Capital Outlay on Defence Services
union,2016-17,other,86356.93,Central Sector Schemes/Projects
union,2016-17,security,86356.93,21. Capital Outlay on Defence Services
union,2016-17,other,86356.93,Central Sector Schemes/Projects
union,2016-17,security,73054.37,48. Police
union,2016-17,other,66312.93,Central Sector Schemes/Projects
union,2016-17,other,66312.93,Central Sector Schemes/Projects
union,2016-17,other,65054.23,Department of Fertilisers
union,2016-17,other,65054.23,Department of Fertilisers
union,2016-17,security,64203.22,48. Police
union,2016-17,other,61110.21,Establishment Expenditure of the Centre
union,2016-17,other,59966.66,Establishment Expenditure of the Centre
union,2016-17,other,54649.76,Other Grants/Loans/Transfers
union,2016-17,education,52232.46,81. Ministry of Road Transport and Highways
union,2016-17,education,52132.42,Central Sector Schemes/Projects
union,2016-17,education,45231.63,80. Ministry of Railways
union,2016-17,education,45231.63,Central Sector Schemes/Projects
union,2016-17,education,45231.63,80. Ministry of Railways
union,2016-17,education,45231.63,Central Sector Schemes/Projects
union,2016-17,education,42989.43,Department of School Education and Literacy
union,2016-17,education,42989.43,Department of School Education and Literacy
union,2016-17,education,41193.02,81. Ministry of Road Transport and Highways
union,2016-17,education,41193.02,Central Sector Schemes/Projects
union,2016-17,healthcare,37671.3,Department of Health and Family Welfare
union,2016-17,urban_services,36946.32,56. Ministry of Housing and Urban Affairs
union,2016-17,agriculture_rural,36912.48,"Department of Agriculture, Cooperation and Farmers' Welfare"
union,2016-17,agriculture_rural,36881.5,"Department of Agriculture, Cooperation and Farmers' Welfare"
union,2016-17,other,36823.41,Other Grants/Loans/Transfers
union,2016-17,education,36699.35,Centrally Sponsored Schemes
union,2016-17,education,36699.35,Centrally Sponsored Schemes
union,2016-17,healthcare,36447.47,Department of Health and Family Welfare
union,2016-17,other,33125.5,39. Pensions
union,2016-17,other,33125.5,39. Pensions
union,2016-17,other,30668.79,Central Sector Schemes/Projects
union,2016-17,other,30646.86,Department of Financial Services
union,2016-17,education,30231.29,72. Ministry of Petroleum and Natural Gas
union,2016-17,education,30054.13,Central Sector Schemes/Projects
union,2016-17,education,29026.33,Department of Higher Education
union,2016-17,education,29026.33,Department of Higher Education
union,2016-17,other,28078.56,Department of Financial Services
union,2016-17,other,28078.56,Central Sector Schemes/Projects
union,2016-17,education,27780.29,72. Ministry of Petroleum and Natural Gas
union,2016-17,education,27603.13,Central Sector Schemes/Projects
union,2016-17,agriculture_rural,24594.37,Central Sector Schemes/Projects
union,2016-17,agriculture_rural,24594.37,Central Sector Schemes/Projects
union,2016-17,other,23794.84,Department of Telecommunications
union,2016-17,education,22790.74,Other Central Sector Expenditure
union,2016-17,education,22790.74,Other Central Sector Expenditure
union,2016-17,other,20467.24,Department of Telecommunications
union,2016-17,urban_services,20435.56,56. Ministry of Housing and Urban Affairs
union,2016-17,other,19389.37,2.
union,2016-17,other,18907.91,Central Sector Schemes/Projects
union,2016-17,other,17826.35,Other Grants/Loans/Transfers
union,2016-17,other,17763.59,40. Transfers to States
union,2016-17,social_welfare,16873.52,98. Ministry of Women and Child Development
union,2016-17,social_welfare,16843.52,98. Ministry of Women and Child Development
union,2016-17,other,16654.23,Centrally Sponsored Schemes
union,2016-17,other,16624.23,Centrally Sponsored Schemes
union,2016-17,other,16620.83,Centrally Sponsored Schemes
union,2016-17,other,16620.83,Centrally Sponsored Schemes
union,2016-17,urban_services,16510.76,56. Ministry of Housing and Urban Affairs
union,2016-17,other,16509.15,Central Sector Schemes/Projects
union,2016-17,urban_services,16475.7,24. Ministry of Drinking Water and Sanitation
union,2016-17,urban_services,16475.7,24. Ministry of Drinking Water and Sanitation
union,2016-17,other,16464.15,Centrally Sponsored Schemes
