gov_level,dataset,pdf_source,fiscal_year,estimate_type,component,amount_crore,sector,demand_no,ministry,department,category,description
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,revenue,18.86,education,58.0,Department of Higher Education,,,Establishment Expenditure of the Centre
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,total,18.86,education,58.0,Department of Higher Education,,,69. Ministry of Parliamentary Affairs
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,total,18.86,education,58.0,Department of Higher Education,,,Establishment Expenditure of the Centre
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,capital,18.75,education,58.0,Department of Higher Education,,,Central Sector Schemes/Projects
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,capital,16.91,education,58.0,Department of Higher Education,,,Central Sector Schemes/Projects
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,capital,16.0,other,33.0,Department of Revenue,,,36. Indian Audit and Accounts Department
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,total,15.76,other,86.0,Department of Scientific and Industrial Research,,,Establishment Expenditure of the Centre
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,revenue,15.0,other,91.0,Department of Space,,,Central Sector Schemes/Projects
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,capital,15.0,healthcare,42.0,Department of Health and Family Welfare,,,2.
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,capital,15.0,other,91.0,Department of Space,,,92. Ministry of Statistics and Programme Implementation
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,capital,15.0,other,91.0,Department of Space,,,Central Sector Schemes/Projects
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,total,15.0,other,91.0,Department of Space,,,Central Sector Schemes/Projects
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,revenue,14.73,other,16.0,Department of Food and Public Distribution,,,Establishment Expenditure of the Centre
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,total,14.73,other,16.0,Department of Food and Public Distribution,,,Establishment Expenditure of the Centre
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,revenue,14.3,education,2.0,Department of Agricultural Research and Education,,,Establishment Expenditure of the Centre
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,total,14.3,education,2.0,Department of Agricultural Research and Education,,,Establishment Expenditure of the Centre
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,revenue,14.26,other,86.0,Department of Scientific and Industrial Research,,,Establishment Expenditure of the Centre
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,revenue,13.5,other,16.0,Department of Food and Public Distribution,,,Establishment Expenditure of the Centre
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,total,13.5,other,16.0,Department of Food and Public Distribution,,,Establishment Expenditure of the Centre
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,revenue,13.01,other,44.0,Department of Heavy Industry,,,Other Central Sector Expenditure
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,capital,13.0,other,3.0,"Department of Animal Husbandry, Dairying and Fisheries",,,Other Central Sector Expenditure
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,revenue,12.67,other,33.0,Department of Revenue,,,1.
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,capital,12.57,education,58.0,Department of Higher Education,,,"64. Ministry of Micro, Small and Medium Enterprises"
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,capital,12.57,education,58.0,Department of Higher Education,,,Central Sector Schemes/Projects
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,capital,12.0,other,13.0,Department of Posts,,,Establishment Expenditure of the Centre
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,revenue,11.94,other,45.0,Department of Public Enterprises,,,Establishment Expenditure of the Centre
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,total,11.94,other,45.0,Department of Public Enterprises,,,Establishment Expenditure of the Centre
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,revenue,11.0,other,30.0,Department of Expenditure,,,Other Central Sector Expenditure
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,total,11.0,other,30.0,Department of Expenditure,,,Other Central Sector Expenditure
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,revenue,10.4,other,83.0,Department of Land Resources,,,Establishment Expenditure of the Centre
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,total,10.4,other,83.0,Department of Land Resources,,,Establishment Expenditure of the Centre
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,capital,10.0,other,11.0,Department of Commerce,,,Establishment Expenditure of the Centre
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,capital,9.67,other,12.0,Department of Industrial Policy and Promotion,,,Establishment Expenditure of the Centre
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,revenue,9.0,education,58.0,Department of Higher Education,,,Other Central Sector Expenditure
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,capital,9.0,other,86.0,Department of Scientific and Industrial Research,,,Department of Scientific and Industrial Research
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,total,9.0,education,58.0,Department of Higher Education,,,Other Central Sector Expenditure
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,revenue,8.5,other,45.0,Department of Public Enterprises,,,Central Sector Schemes/Projects
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,total,8.5,other,45.0,Department of Public Enterprises,,,Central Sector Schemes/Projects
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,capital,8.44,other,33.0,Department of Revenue,,,Department of Revenue
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,revenue,8.0,other,16.0,Department of Food and Public Distribution,,,Other Central Sector Expenditure
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,total,8.0,other,16.0,Department of Food and Public Distribution,,,Other Central Sector Expenditure
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,capital,7.0,other,86.0,Department of Scientific and Industrial Research,,,Central Sector Schemes/Projects
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,revenue,5.57,education,58.0,Department of Higher Education,,,78. Secretariat of the Vice-President
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,revenue,5.57,education,58.0,Department of Higher Education,,,Establishment Expenditure of the Centre
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,total,5.57,education,58.0,Department of Higher Education,,,78. Secretariat of the Vice-President
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,total,5.57,education,58.0,Department of Higher Education,,,Establishment Expenditure of the Centre
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,total,5.5,other,16.0,Department of Food and Public Distribution,,,Central Sector Schemes/Projects
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,capital,5.25,agriculture_rural,82.0,Department of Rural Development,,,Department of Rural Development
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,capital,5.25,agriculture_rural,82.0,Department of Rural Development,,,Other Central Sector Expenditure
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,total,5.25,agriculture_rural,82.0,Department of Rural Development,,,Other Central Sector Expenditure
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,capital,5.05,education,58.0,Department of Higher Education,,,Centrally Sponsored Schemes
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,capital,4.1,other,16.0,Department of Food and Public Distribution,,,Establishment Expenditure of the Centre
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,capital,4.09,other,91.0,Department of Space,,,Establishment Expenditure of the Centre
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,revenue,4.0,other,16.0,Department of Food and Public Distribution,,,Central Sector Schemes/Projects
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,total,2.43,other,33.0,Department of Revenue,,,2.
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,capital,2.0,education,58.0,Department of Higher Education,,,Establishment Expenditure of the Centre
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,capital,2.0,education,58.0,Department of Higher Education,,,Other Central Sector Expenditure
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,capital,1.63,other,91.0,Department of Space,,,Centrally Sponsored Schemes
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,capital,1.5,other,16.0,Department of Food and Public Distribution,,,Central Sector Schemes/Projects
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,capital,1.5,other,86.0,Department of Scientific and Industrial Research,,,Establishment Expenditure of the Centre
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,revenue,1.07,other,91.0,Department of Space,,,Other Central Sector Expenditure
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,total,1.07,other,91.0,Department of Space,,,Other Central Sector Expenditure
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,capital,0.9,other,91.0,Department of Space,,,Central Sector Schemes/Projects
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,capital,0.68,education,58.0,Department of Higher Education,,,73. Ministry of Planning
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,capital,0.68,education,58.0,Department of Higher Education,,,Central Sector Schemes/Projects
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,capital,0.52,other,91.0,Department of Space,,,Other Central Sector Expenditure
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,total,0.52,other,91.0,Department of Space,,,Other Central Sector Expenditure
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,capital,0.5,other,3.0,"Department of Animal Husbandry, Dairying and Fisheries",,,Other Central Sector Expenditure
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,capital,0.5,other,45.0,Department of Public Enterprises,,,Other Central Sector Expenditure
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,capital,0.5,other,86.0,Department of Scientific and Industrial Research,,,Other Central Sector Expenditure
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,capital,0.29,education,58.0,Department of Higher Education,,,Establishment Expenditure of the Centre
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,capital,0.06,other,8.0,Department of Pharmaceuticals,,,Department of Pharmaceuticals
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,capital,0.06,other,8.0,Department of Pharmaceuticals,,,Other Central Sector Expenditure
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,total,0.06,other,8.0,Department of Pharmaceuticals,,,Other Central Sector Expenditure
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,total,0.05,other,7.0,Department of Fertilisers,,,Other Central Sector Expenditure
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,capital,0.04,other,7.0,Department of Fertilisers,,,Department of Fertilisers
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,capital,0.04,other,7.0,Department of Fertilisers,,,Other Central Sector Expenditure
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,capital,0.02,education,58.0,Department of Higher Education,,,Centrally Sponsored Schemes
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,revenue,0.01,other,7.0,Department of Fertilisers,,,Other Central Sector Expenditure
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,revenue,0.01,other,15.0,Department of Consumer Affairs,,,Other Central Sector Expenditure
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,capital,0.01,other,91.0,Department of Space,,,95. Ministry of Tourism
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,capital,0.01,other,91.0,Department of Space,,,Central Sector Schemes/Projects
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,capital,0.01,social_welfare,91.0,Department of Space,,,98. Ministry of Women and Child Development
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,capital,0.01,other,91.0,Department of Space,,,Centrally Sponsored Schemes
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,total,0.01,other,15.0,Department of Consumer Affairs,,,Other Central Sector Expenditure
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,total,-15.0,other,3.0,"Department of Animal Husbandry, Dairying and Fisheries",,,Other Central Sector Expenditure
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,revenue,-28.0,other,3.0,"Department of Animal Husbandry, Dairying and Fisheries",,,Other Central Sector Expenditure
union,expenditures_ministries_department,expenditures_ministries_department.pdf,2018-19,be,capital,-307.89,other,3.0,"Department of Animal Husbandry, Dairying and Fisheries",,,Establishment Expenditure of the Centre
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,195345.23,infrastructure,99.0,Ministry of Youth Affairs and Sports,,,Grand Total
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,92488.74,agriculture_rural,81.0,Ministry of Rural Development,,,Ministry of Rural Development
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,92486.7,agriculture_rural,82.0,Ministry of Rural Development,,,Demand No. 82
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,54014.71,agriculture_rural,82.0,Ministry of Rural Development,Department of Rural Development,,Mahatma Gandhi National Rural Employment
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,19465.0,urban_services,82.0,Ministry of Rural Development,Department of Rural Development,,Rural Housing(Indira Awaas Yojana)
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,18956.99,agriculture_rural,82.0,Ministry of Rural Development,Department of Rural Development,,Pradhan Mantri Gram Sadak Yojana(PMGSY)
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,17344.51,urban_services,53.0,Ministry of Housing and Urban Affairs,,,Ministry of Housing and Urban Affairs
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,17344.51,urban_services,56.0,Ministry of Housing and Urban Affairs,,,Demand No. 56
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,13650.0,other,28.0,Ministry of Finance,,,Ministry of Finance
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,13500.0,other,40.0,Ministry of Finance,Department of Economic Affairs,,Demand No. 40
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,9000.0,other,40.0,Ministry of Finance,Department of Economic Affairs,,Special Assistance
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,8546.58,other,56.0,Ministry of Human Resource Development,,,Ministry of Human Resource Development
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,8476.02,healthcare,41.0,Ministry of Health and Family Welfare,,,Ministry of Health and Family Welfare
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,8261.02,healthcare,42.0,Ministry of Health and Family Welfare,,,Demand No. 42
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,8115.42,infrastructure,74.0,Ministry of Road Transport and Highways,,,Ministry of Road Transport and Highways
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,8115.42,infrastructure,81.0,Ministry of Road Transport and Highways,,,Demand No. 81
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,7891.0,infrastructure,81.0,Ministry of Road Transport and Highways,,,Grants from Central Road Fund to State
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,7711.15,energy,73.0,Ministry of Power,,,Ministry of Power
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,7711.15,energy,74.0,Ministry of Power,,,Demand No. 74
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,5781.0,urban_services,56.0,Ministry of Housing and Urban Affairs,,,100 Smart Cities
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,5536.73,education,58.0,Ministry of Human Resource Development,Department of School Education and Literacy,,Demand No. 58
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,5472.8,infrastructure,8.0,Ministry of Civil Aviation,,,Ministry of Civil Aviation
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,5472.8,infrastructure,9.0,Ministry of Civil Aviation,,,Demand No. 9
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,4800.0,urban_services,56.0,Ministry of Housing and Urban Affairs,,,AMRUT
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,4500.0,other,40.0,Ministry of Finance,Department of Economic Affairs,,Additional Central Assistance for Externally Aided
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,4469.5,infrastructure,9.0,Ministry of Civil Aviation,,,Purchase of two new aircrafts
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,4408.92,urban_services,56.0,Ministry of Housing and Urban Affairs,,,Pradhan Mantri Awas Yojana (Urban)
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,4225.0,healthcare,42.0,Ministry of Health and Family Welfare,Department of Health and Family Welfare,,Human Resources for Health and Medical
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,3997.49,other,91.0,Ministry of Statistics and Programme Implementation,,,Ministry of Statistics and Programme Implementation
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,3997.49,other,92.0,Ministry of Statistics and Programme Implementation,,,Demand No. 92
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,3950.0,other,92.0,Ministry of Statistics and Programme Implementation,,,MP Local Area Development Scheme
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,3650.1,energy,66.0,Ministry of New and Renewable Energy,,,Ministry of New and Renewable Energy
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,3650.1,energy,67.0,Ministry of New and Renewable Energy,,,Demand No. 67
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,3612.0,energy,74.0,Ministry of Power,,,Deen Dayal Upadhyaya Gram Jyoti Yojana
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,3009.85,other,57.0,Ministry of Human Resource Development,,,Demand No. 57
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,2935.0,energy,74.0,Ministry of Power,,,Integrated Power Development Scheme
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,2926.58,security,44.0,Ministry of Home Affairs,,,Ministry of Home Affairs
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,2724.5,social_welfare,95.0,Ministry of Tribal Affairs,,,Ministry of Tribal Affairs
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,2724.5,social_welfare,96.0,Ministry of Tribal Affairs,,,Demand No. 96
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,2636.07,other,83.0,Ministry of Science and Technology,,,Ministry of Science and Technology
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,2618.5,energy,67.0,Ministry of New and Renewable Energy,,,Grid Interactive Renewable Power
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,1992.45,urban_services,56.0,Ministry of Housing and Urban Affairs,,,Swachh Bharat Mission
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,1982.79,security,48.0,Ministry of Home Affairs,,,Demand No. 48
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,1919.48,other,18.0,Ministry of Development  of North Eastern Region,,,Ministry of Development  of North Eastern Region
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,1919.48,other,23.0,Ministry of Development  of North Eastern Region,,,Demand No. 23
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,1785.39,other,9.0,Ministry of Commerce and Industry,,,Ministry of Commerce and Industry
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,1708.0,energy,70.0,Ministry of Petroleum and Natural Gas,,,Ministry of Petroleum and Natural Gas
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,1708.0,energy,72.0,Ministry of Petroleum and Natural Gas,,,Demand No. 72
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,1699.41,education,57.0,Ministry of Human Resource Development,Department of School Education and Literacy,,Rashtriya Madhyamik Shiksha Abhiyan
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,1674.0,energy,72.0,Ministry of Petroleum and Natural Gas,,,Phulpur-Dhamra-Haldia Pipeline Project (PDHPL)
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,1668.19,other,12.0,Ministry of Commerce and Industry,Department of Commerce,,Demand No. 12
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,1458.24,urban_services,96.0,"Ministry of Water Resources, River Development and Ganga",,,"Ministry of Water Resources, River Development and Ganga"
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,1458.24,urban_services,97.0,"Ministry of Water Resources, River Development and Ganga",,,Demand No. 97
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,1436.0,social_welfare,96.0,Ministry of Tribal Affairs,,,Grants under proviso to Article 275 (1) of the
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,1338.0,education,58.0,Ministry of Human Resource Development,Department of Higher Education,,Indian Institutes of Technology
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,1326.14,other,84.0,Ministry of Science and Technology,,,Demand No. 84
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,1295.76,social_welfare,65.0,Ministry of Minority Affairs,,,Ministry of Minority Affairs
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,1295.76,social_welfare,66.0,Ministry of Minority Affairs,,,Demand No. 66
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,1290.6,social_welfare,66.0,Ministry of Minority Affairs,,,Multi Sectoral Development Programme
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,1230.81,healthcare,42.0,Ministry of Health and Family Welfare,Department of Health and Family Welfare,,National Rural Health Mission
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,1097.0,other,12.0,Ministry of Commerce and Industry,Department of Industrial Policy and Promotion,,National Industrial Corridor Development and
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,1076.0,social_welfare,96.0,Ministry of Tribal Affairs,,,Special Central Assistance to Tribal sub Component
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,1038.01,agriculture_rural,,Ministry of Agriculture and Farmers' Welfare,,,Ministry of Agriculture and Farmers' Welfare
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,956.65,energy,67.0,Ministry of New and Renewable Energy,,,Off-Grid/Distributed and Decentralised Renewable
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,901.3,other,61.0,"Ministry of Micro, Small and Medium Enterprises",,,"Ministry of Micro, Small and Medium Enterprises"
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,901.3,other,64.0,"Ministry of Micro, Small and Medium Enterprises",,,Demand No. 64
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,890.14,agriculture_rural,2.0,Ministry of Agriculture and Farmers' Welfare,"Department of Agriculture, Cooperation and Farmers' Welfare",,Demand No. 2
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,890.09,infrastructure,9.0,Ministry of Civil Aviation,,,Regional Connectivity Scheme
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,873.0,healthcare,42.0,Ministry of Health and Family Welfare,Department of Health and Family Welfare,,"All India Institute of  Medical Sciences, New Delhi"
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,833.32,infrastructure,86.0,Ministry of Shipping,,,Ministry of Shipping
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,833.32,infrastructure,87.0,Ministry of Shipping,,,Demand No. 87
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,832.04,education,2.0,Ministry of Agriculture and Farmers' Welfare,Department of Agricultural Research and Education,,Indian Council of Agricultural Research
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,807.3,agriculture_rural,2.0,Ministry of Agriculture and Farmers' Welfare,Department of Atomic Energy,,Department of Atomic Energy
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,807.3,agriculture_rural,4.0,Ministry of Agriculture and Farmers' Welfare,Department of Atomic Energy,,Demand No. 4
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,800.3,agriculture_rural,4.0,Ministry of Agriculture and Farmers' Welfare,Department of Atomic Energy,,Aided Institutions
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,770.97,security,48.0,Ministry of Home Affairs,,,Border Area Development Programme
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,769.0,security,48.0,Ministry of Home Affairs,,,Modernization of State Police Force
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,701.98,other,85.0,Ministry of Science and Technology,Department of Science and Technology,,Demand No. 85
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,693.0,urban_services,97.0,"Ministry of Water Resources, River Development and Ganga",,,National River Conservation Plan
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,690.0,other,23.0,Ministry of Development of North Eastern Region,,,Grants from Central Pool of Resources for NER and
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,667.71,other,23.0,Ministry of Development of North Eastern Region,,,North Eastern Council
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,660.0,education,58.0,Ministry of Human Resource Development,Department of Higher Education,,National Institutes of Technology
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,629.0,education,58.0,Ministry of Human Resource Development,Department of Higher Education,,Indian Institutes of Management (IIMs)
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,621.15,other,60.0,Ministry of Law and Justice,,,Ministry of Law and Justice
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,621.15,other,61.0,Ministry of Law and Justice,,,Demand No. 61
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,620.0,other,61.0,Ministry of Law and Justice,,,Centrally Sponsored Scheme for Devlopment of
union,grants_creation_capital_assets,grants_creation_capital_assets.pdf,2018-19,be,total,607.95,other,86.0,Ministry of Science and Technology,Department of Biotechnology,,Demand No. 86
